"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SBBX","SB One Bancorp","24.01","$191.11M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbbx",
"SBAC","SBA Communications Corporation","172","$19.49B","1999","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sbac",
"SCSC","ScanSource, Inc.","39.7","$1.02B","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/scsc",
"SMIT","Schmitt Industries, Inc.","2.69","$10.75M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/smit",
"SCHN","Schnitzer Steel Industries, Inc.","27.65","$738.32M","1993","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/schn",
"SRRK","Scholar Rock Holding Corporation","19.87","$501.46M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/srrk",
"SCHL","Scholastic Corporation","46.27","$1.62B","1992","Consumer Services","Books","https://www.nasdaq.com/symbol/schl",
"SGMS","Scientific Games Corp","18.695","$1.71B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sgms",
"SCPH","scPharmaceuticals Inc.","4.1","$76.13M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scph",
"SCYX","SCYNEXIS, Inc.","0.8365","$40.13M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scyx",
"SEAC","SeaChange International, Inc.","1.65","$58.99M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","26.78","$1.37B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbcf",
"STX","Seagate Technology PLC","43.3","$12.39B","2002","Technology","Electronic Components","https://www.nasdaq.com/symbol/stx",
"SHIP","Seanergy Maritime Holdings Corp","0.7111","$27.16M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.1055","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/shipw",
"SHOS","Sears Hometown and Outlet Stores, Inc.","2.39","$54.26M","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/shos",
"SPNE","SeaSpine Holdings Corporation","15.38","$226.75M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","57.4","$9.19B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgen",
"EYES","Second Sight Medical Products, Inc.","1.23","$89.52M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.4","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyesw",
"SECO","Secoo Holding Limited","9.76","$493.47M","2017","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/seco",
"SCWX","SecureWorks Corp.","16.27","$1.33B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","5.6027","$93.37M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/snfca",
"SEIC","SEI Investments Company","54.84","$8.53B","1981","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seic",
"SLCT","Select Bancorp, Inc.","12.07","$232.93M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/slct",
"SIR","Select Income REIT","19.32","$1.73B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sir",
"SIC","Select Interior Concepts, Inc.","8.44","n/a","n/a","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/sic",
"SELB","Selecta Biosciences, Inc.","5.99","$134.38M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/selb",
"SIGI","Selective Insurance Group, Inc.","64.5","$3.8B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sigi",
"SLS","SELLAS Life Sciences Group, Inc. ","1.65","$32.29M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sls",
"LEDS","SemiLEDS Corporation","3.8495","$13.69M","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","46.98","$3.11B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/smtc",
"SENEA","Seneca Foods Corp.","32.86","$318.5M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","35.371","$344.67M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","0.707","$16.56M","2016","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/snes",
"SNH","Senior Housing Properties Trust","14.11","$3.35B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snh",
"SNHNI","Senior Housing Properties Trust","21.71","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snhni",
"SNHNL","Senior Housing Properties Trust","24.539","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snhnl",
"AIHS","Senmiao Technology Limited","4.5","$116.46M","2018","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/aihs",
"SRTS","Sensus Healthcare, Inc.","5.87","$79.53M","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srts",
"SRTSW","Sensus Healthcare, Inc.","1.15","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srtsw",
"STNL","Sentinel Energy Services Inc.","10.05","$100.69M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnl",
"STNLU","Sentinel Energy Services Inc.","10.36","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnlu",
"STNLW","Sentinel Energy Services Inc.","1","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnlw",
"SQBG","Sequential Brands Group, Inc.","0.962","$61.84M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","8.21","$335.43M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mcrb",
"SREV","ServiceSource International, Inc.","1.36","$126.1M","2011","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","37.75","$2.01B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/sfbs",
"SESN","Sesen Bio, Inc.","1.705","$132.06M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sesn",
"SVBI","Severn Bancorp Inc","8.563","$108.71M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/svbi",
"SGBX","SG Blocks, Inc.","3.6","$15.34M","2017","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/sgbx",
"SGOC","SGOCO Group, Ltd","0.99","$24.6M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sgoc",
"SEII","Sharing Economy International Inc.","2.23","$16.81M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/seii",
"SMED","Sharps Compliance Corp.","3.49","$56.13M","n/a","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","13.83","$117.73M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shsp",
"SHEN","Shenandoah Telecommunications Co","47.88","$2.37B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/shen",
"PIXY","ShiftPixy, Inc.","3.51","$101.27M","2017","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/pixy",
"SHLO","Shiloh Industries, Inc.","8.18","$191.4M","1993","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/shlo",
"TYHT","Shineco, Inc.","0.68","$15.55M","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/tyht",
"SHPG","Shire plc","175.59","$53.54B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/shpg",
"SCVL","Shoe Carnival, Inc.","39.8501","$641.15M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/scvl",
"SHBI","Shore Bancshares Inc","16.337","$208.29M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shbi",
"SSTI","ShotSpotter, Inc.","32.58","$350.96M","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssti",
"SFLY","Shutterfly, Inc.","49.25","$1.66B","2006","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/sfly",
"SIFI","SI Financial Group, Inc.","13.64","$164.13M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sifi",
"SIBN","SI-BONE, Inc.","17.65","$1.19B","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/sibn",
"SIEB","Siebert Financial Corp.","12.32","$334.58M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/sieb",
"SNNA","Sienna Biopharmaceuticals, Inc.","9.97","$210.77M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snna",
"SIEN","Sientra, Inc.","18.25","$521.94M","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","27.27","$416.22M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bsrr",
"SRRA","Sierra Oncology, Inc.","1.71","$127.17M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srra",
"SWIR","Sierra Wireless, Inc.","16.44","$592.63M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","1.24","$221.57M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sify",
"SIGA","SIGA Technologies Inc.","5.58","$441.71M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/siga",
"SGLB","Sigma Labs, Inc.","1.5944","$13.15M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sglb",
"SGLBW","Sigma Labs, Inc.","0.42","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sglbw",
"SGMA","SigmaTron International, Inc.","4.21","$17.81M","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","117.68","$6.28B","2004","Finance","Major Banks","https://www.nasdaq.com/symbol/sbny",
"SBNYW","Signature Bank","80.39","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbnyw",
"SLGN","Silgan Holdings Inc.","25.41","$2.81B","1997","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","39.46","$297.99M","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/silc",
